TF	Target	SignedQuantile	combStability	combPCorr	stroke	stroke-width	stroke-dasharray
FLI1	GIMAP4	0.69915	50.05	0.049	rgb(218,208,208)	1.9917	None
FLI1	HOMER3	0.69915	50.05	0.045	rgb(217,208,208)	1.9917	None
FLI1	IGFBP2	0.69915	50.05	0.233	rgb(220,173,173)	1.9917	None
FLI1	LDB2	0.69915	50.05	0.054	rgb(218,207,207)	1.9917	None
FLI1	LEPR	0.69915	50.05	0.048	rgb(218,208,208)	1.9917	None
FLI1	LIFR	0.69915	50.05	0.046	rgb(218,208,208)	1.9917	None
FLI1	MARCKSL1	0.69915	50.05	0.233	rgb(220,173,173)	1.9917	None
FLI1	NR2F2	0.69915	50.05	0.048	rgb(218,208,208)	1.9917	None
FLI1	NR5A2	0.69915	50.05	0.046	rgb(218,208,208)	1.9917	None
FLI1	PLEKHO1	0.69915	50.05	0.054	rgb(218,207,207)	1.9917	None
FLI1	PLK2	0.69915	50.05	0.052	rgb(218,207,207)	1.9917	None
FLI1	PREX2	0.69915	50.05	0.054	rgb(218,207,207)	1.9917	None
FLI1	PRKCH	0.69915	50.05	0.049	rgb(218,208,208)	1.9917	None
FLI1	RASSF3	0.69915	50.05	0.045	rgb(217,208,208)	1.9917	None
FLI1	SDCBP	0.69915	50.05	0.051	rgb(218,207,207)	1.9917	None
FLI1	SLCO2B1	0.69915	50.05	0.046	rgb(218,208,208)	1.9917	None
FLI1	SUB1	0.69915	50.05	0.049	rgb(218,208,208)	1.9917	None
FLI1	TMEM88	0.69915	50.05	0.048	rgb(218,208,208)	1.9917	None
FLI1	TPT1	0.69915	50.05	0.046	rgb(218,208,208)	1.9917	None
FLI1	VASH1	0.69915	50.05	0.054	rgb(218,207,207)	1.9917	None
FLI1	VWF	0.69915	50.05	0.052	rgb(218,207,207)	1.9917	None
FOSB	ATF3	0.69915	50.05	0.048	rgb(218,208,208)	1.9917	None
FOSB	EGR1	0.69915	50.05	0.049	rgb(218,208,208)	1.9917	2,2
FOSL2	CAVIN2	-0.69915	50.05	-4.6E-02	rgb(207,211,219)	1.9917	2,2
FOSL2	CD200	0.69915	50.05	0.053	rgb(218,207,207)	1.9917	None
FOSL2	ENSMMUG00000015144	0.69915	50.06	0.06	rgb(218,206,206)	1.9919	2,2
FOSL2	ENSMMUG00000046124	0.69915	50.05	0.046	rgb(218,208,208)	1.9917	2,2
FOSL2	GJA1	0.69915	50.05	0.053	rgb(218,207,207)	1.9917	None
FOSL2	HPGD	-0.69915	50.05	-5.2E-02	rgb(206,210,219)	1.9917	None
FOSL2	IRF1	0.69915	50.06	0.233	rgb(220,173,173)	1.9919	None
FOSL2	MAP3K8	0.69915	50.05	0.053	rgb(218,207,207)	1.9917	None
FOSL2	MT1L	0.69915	50.06	0.06	rgb(218,206,206)	1.9919	2,2
FOSL2	PDLIM1	0.69915	50.05	0.051	rgb(218,207,207)	1.9917	None
FOSL2	PRDM1	0.69915	50.05	0.052	rgb(218,207,207)	1.9917	None
FOSL2	RCAN1	0.69915	50.06	0.059	rgb(218,206,206)	1.9919	None
FOSL2	RND1	0.69915	50.05	0.048	rgb(218,208,208)	1.9917	None
FOSL2	SBNO2	0.69915	50.06	0.06	rgb(218,205,206)	1.9919	None
FOXA1	PLAUR	0.69915	50.05	0.05	rgb(218,207,208)	1.9917	None
FOXM1	MKI67	0.69915	50.05	0.053	rgb(218,207,207)	1.9917	None
FOXM1	OLFM1	0.69915	50.05	0.053	rgb(218,207,207)	1.9917	None
FOXO1	ENSMMUG00000022660	0.69915	50.05	0.051	rgb(218,207,207)	1.9917	2,2
FOXO1	LIMS2	0.69915	50.05	0.045	rgb(217,208,208)	1.9917	None
FOXO1	NFIB	0.69915	50.05	0.054	rgb(218,207,207)	1.9917	None
FOXO1	NUAK1	0.69915	50.05	0.046	rgb(218,208,208)	1.9917	None
FOXO1	VASH1	0.69915	50.05	0.051	rgb(218,207,207)	1.9917	None
FOXO3	AQP1	0.69915	50.05	0.049	rgb(218,208,208)	1.9917	2,2
FOXO3	HPGD	0.69915	50.05	0.233	rgb(220,173,173)	1.9917	None
FOXO3	ITIH5	0.69915	50.05	0.233	rgb(220,173,173)	1.9917	None
FOXO3	KLF4	0.69915	50.05	0.233	rgb(220,173,173)	1.9917	None
FOXO3	TSPAN12	0.69915	50.05	0.05	rgb(218,207,208)	1.9917	None
GATA2	C2CD4B	-0.69915	50.05	-4.6E-02	rgb(207,211,219)	1.9917	None
HES1	ADAMTSL2	0.69915	50.05	0.048	rgb(218,208,208)	1.9917	2,2
HES1	ADM	0.69915	50.05	0.233	rgb(220,173,173)	1.9917	None
HES1	ARHGAP18	0.69915	50.05	0.233	rgb(220,173,173)	1.9917	None
HES1	CCND1	0.69915	50.05	0.049	rgb(218,208,208)	1.9917	2,2
HES1	CDKN1C	0.69915	50.05	0.233	rgb(220,173,173)	1.9917	None
HES1	COLEC10	0.69915	50.05	0.051	rgb(218,207,207)	1.9917	2,2
HES1	CXCR4	0.69915	50.05	0.048	rgb(218,208,208)	1.9917	2,2
HES1	EFNB2	0.69915	50.05	0.046	rgb(218,208,208)	1.9917	2,2
HES1	ENSMMUG00000030920	0.69915	50.05	0.046	rgb(218,208,208)	1.9917	2,2
HES1	ENSMMUG00000042295	0.69915	50.05	0.053	rgb(218,207,207)	1.9917	2,2
HES1	ENSMMUG00000046124	0.69915	50.05	0.052	rgb(218,207,207)	1.9917	2,2
HES1	ENSMMUG00000047819	0.69915	50.05	0.051	rgb(218,207,207)	1.9917	2,2
HES1	ETS2	0.69915	50.05	0.047	rgb(218,208,208)	1.9917	2,2
HES1	FAM89A	0.69915	50.05	0.233	rgb(220,173,173)	1.9917	None
HES1	HIST2H2AA3	0.69915	50.05	0.048	rgb(218,208,208)	1.9917	2,2
HES1	ID2	0.69915	50.05	0.047	rgb(218,208,208)	1.9917	2,2
HES1	LYZ	0.69915	50.05	0.049	rgb(218,208,208)	1.9917	2,2
HES1	MAMU-B	0.69915	50.05	0.233	rgb(220,173,173)	1.9917	2,2
HES1	MARCKS	0.69915	50.05	0.052	rgb(218,207,207)	1.9917	2,2
HES1	MARCKSL1	0.69915	50.05	0.045	rgb(217,208,208)	1.9917	2,2
HES1	NKAIN4	0.69915	50.05	0.052	rgb(218,207,207)	1.9917	2,2
HES1	PPP1R15A	0.69915	50.05	0.049	rgb(218,208,208)	1.9917	2,2
HES1	SERTAD1	0.69915	50.05	0.055	rgb(218,207,207)	1.9917	2,2
HES1	SKIL	0.69915	50.05	0.05	rgb(218,207,207)	1.9917	2,2
HES1	SLC12A2	0.69915	50.05	0.048	rgb(218,208,208)	1.9917	2,2
HES1	SLC40A1	0.69915	50.05	0.046	rgb(218,208,208)	1.9917	2,2
HES1	SPOCK3	0.69915	50.05	0.049	rgb(218,208,208)	1.9917	2,2
HES1	STMN1	0.69915	50.05	0.046	rgb(218,208,208)	1.9917	2,2
HES1	SUB1	0.69915	50.05	0.049	rgb(218,208,208)	1.9917	2,2
HES1	TBX3	0.69915	50.05	0.048	rgb(218,208,208)	1.9917	2,2
HES1	TLE4	0.69915	50.05	0.048	rgb(218,208,208)	1.9917	2,2
HES1	TNLG2A	0.69915	50.05	0.054	rgb(218,207,207)	1.9917	2,2
HES1	TSPAN5	0.69915	50.05	0.046	rgb(218,208,208)	1.9917	2,2
HES1	TUBA1A	0.69915	50.05	0.051	rgb(218,207,207)	1.9917	2,2
HES1	U2.41	0.69915	50.05	0.048	rgb(218,208,208)	1.9917	2,2
HES1	VIM	0.69915	50.05	0.049	rgb(218,208,208)	1.9917	2,2
HES4	MECOM	0.69915	50.05	0.051	rgb(218,207,207)	1.9917	None
HES4	STC1	0.69915	50.05	0.045	rgb(217,208,208)	1.9917	2,2
HEY1	AKR1B1	0.69915	50.05	0.046	rgb(218,208,208)	1.9917	2,2
HEY1	APOD	0.69915	50.05	0.046	rgb(218,208,208)	1.9917	2,2
HEY1	BMP4	0.69915	50.05	0.053	rgb(218,207,207)	1.9917	2,2
HEY1	CD24	0.69915	50.05	0.054	rgb(218,207,207)	1.9917	2,2
HEY1	DLL4	0.69915	50.05	0.051	rgb(218,207,207)	1.9917	2,2
HEY1	ENPP2	0.69915	50.05	0.051	rgb(218,207,207)	1.9917	2,2
HEY1	FAM101B	0.69915	50.05	0.054	rgb(218,207,207)	1.9917	2,2
HEY1	FAM124B	0.69915	50.05	0.051	rgb(218,207,207)	1.9917	2,2
HEY1	FYN	0.69915	50.05	0.054	rgb(218,207,207)	1.9917	2,2
HEY1	GADD45A	0.69915	50.05	0.049	rgb(218,208,208)	1.9917	2,2
HEY1	GJA5	0.69915	50.06	0.058	rgb(218,206,206)	1.9919	2,2
HEY1	GUCY2D	0.69915	50.06	0.056	rgb(218,206,206)	1.9919	2,2
HEY1	ID3	0.69915	50.05	0.05	rgb(218,207,208)	1.9917	2,2
HEY1	IGF2	0.69915	50.05	0.047	rgb(218,208,208)	1.9917	2,2
HEY1	ITM2A	-0.69915	50.06	-6.3E-02	rgb(203,209,219)	1.9919	2,2
HEY1	IVNS1ABP	0.69915	50.05	0.048	rgb(218,208,208)	1.9917	2,2
HEY1	LPL	0.69915	50.05	0.047	rgb(218,208,208)	1.9917	2,2
HEY1	LXN	0.69915	50.05	0.047	rgb(218,208,208)	1.9917	2,2
HEY1	MARCKSL1	0.69915	50.05	0.055	rgb(218,207,207)	1.9917	2,2
HEY1	NOVA1	-0.69915	50.05	-4.6E-02	rgb(207,211,219)	1.9917	2,2
HEY1	PLK2	0.69915	50.05	0.054	rgb(218,207,207)	1.9917	2,2
HEY1	TLE4	-0.69915	50.06	-5.7E-02	rgb(205,209,219)	1.9919	2,2
HEY1	TNLG2A	-0.69915	50.05	-4.5E-02	rgb(207,211,219)	1.9917	2,2
HEY1	TSPAN12	-0.69915	50.05	-4.9E-02	rgb(206,211,219)	1.9917	2,2
HEY1	VASH1	0.69915	50.05	0.05	rgb(218,207,208)	1.9917	2,2
HEY1	VIM	0.69915	50.05	0.049	rgb(218,208,208)	1.9917	2,2
HHEX	ACTG1	0.69915	50.05	0.047	rgb(218,208,208)	1.9917	2,2
HHEX	APOD	0.69915	50.05	0.052	rgb(218,207,207)	1.9917	2,2
HHEX	BEX1	0.69915	50.05	0.048	rgb(218,208,208)	1.9917	2,2
HHEX	ENSMMUG00000009019	0.69915	50.05	0.054	rgb(218,207,207)	1.9917	2,2
HHEX	ENSMMUG00000011870	0.69915	50.05	0.053	rgb(218,207,207)	1.9917	2,2
HHEX	ENSMMUG00000014256	0.69915	50.05	0.046	rgb(218,208,208)	1.9917	2,2
HHEX	ENSMMUG00000021448	0.69915	50.05	0.05	rgb(218,207,208)	1.9917	2,2
HHEX	ENSMMUG00000021980	0.69915	50.05	0.046	rgb(218,208,208)	1.9917	2,2
HHEX	FAM167B	0.69915	50.05	0.046	rgb(218,208,208)	1.9917	2,2
HHEX	FTL	0.69915	50.05	0.047	rgb(218,208,208)	1.9917	2,2
HHEX	HOMER3	0.69915	50.05	0.053	rgb(218,207,207)	1.9917	2,2
HHEX	HSPA8	0.69915	50.05	0.054	rgb(218,207,207)	1.9917	2,2
HHEX	IGFBP2	0.69915	50.05	0.045	rgb(217,208,208)	1.9917	2,2
HHEX	NR2F2	0.69915	50.05	0.047	rgb(218,208,208)	1.9917	None
HHEX	RAB13	0.69915	50.05	0.048	rgb(218,208,208)	1.9917	2,2
HHEX	RGS7BP	0.69915	50.05	0.048	rgb(218,208,208)	1.9917	2,2
HHEX	RPL7A	0.69915	50.05	0.054	rgb(218,207,207)	1.9917	2,2
HHEX	RPS10	0.69915	50.05	0.051	rgb(218,207,207)	1.9917	2,2
HHEX	RPS27A	0.69915	50.05	0.049	rgb(218,208,208)	1.9917	2,2
HHEX	RPS5	0.69915	50.05	0.054	rgb(218,207,207)	1.9917	2,2
HHEX	RPSA	0.69915	50.05	0.055	rgb(218,207,207)	1.9917	2,2
HHEX	SLC25A5	0.69915	50.05	0.046	rgb(218,208,208)	1.9917	2,2
HHEX	VIM	0.69915	50.05	0.051	rgb(218,207,207)	1.9917	2,2
HIC1	ACKR3	0.69915	50.05	0.054	rgb(218,207,207)	1.9917	None
HIC1	ADORA2A	0.69915	50.05	0.052	rgb(218,207,207)	1.9917	2,2
HIC1	AKAP12	0.69915	50.05	0.051	rgb(218,207,207)	1.9917	2,2
HIC1	APOLD1	0.69915	50.05	0.046	rgb(218,208,208)	1.9917	2,2
HIC1	DDIT4	0.69915	50.07	0.071	rgb(218,203,204)	1.9921	None
HIC1	ENSMMUG00000012373	-0.69915	50.05	-4.6E-02	rgb(207,211,219)	1.9917	2,2
HIC1	ENSMMUG00000028895	0.69915	50.05	0.054	rgb(218,207,207)	1.9917	2,2
HIC1	ENSMMUG00000042295	0.69915	50.05	0.054	rgb(218,207,207)	1.9917	2,2
HIC1	ENSMMUG00000044002	0.69915	50.05	0.054	rgb(218,207,207)	1.9917	2,2
HIC1	ETS2	0.69915	50.05	0.054	rgb(218,207,207)	1.9917	2,2
HIC1	GSN	-0.69915	50.05	-4.6E-02	rgb(207,211,219)	1.9917	2,2
HIC1	GUCY1B3	0.69915	50.05	0.046	rgb(218,208,208)	1.9917	2,2
HIC1	HOPX	-0.69915	50.05	-5.4E-02	rgb(205,210,219)	1.9917	2,2
HIC1	IER5L	0.69915	50.05	0.051	rgb(218,207,207)	1.9917	None
HIC1	IFI27	0.69915	50.05	0.052	rgb(218,207,207)	1.9917	2,2
HIC1	ITGA4	-0.69915	50.05	-5.2E-02	rgb(206,210,219)	1.9917	2,2
HIC1	ITM2A	-0.69915	50.05	-5.1E-02	rgb(206,210,219)	1.9917	2,2
HIC1	ITM2C	0.69915	50.05	0.05	rgb(218,208,208)	1.9917	2,2
HIC1	LAMA4	0.69915	50.05	0.046	rgb(218,208,208)	1.9917	2,2
HIC1	LPL	0.69915	50.05	0.055	rgb(218,207,207)	1.9917	2,2
HIC1	MCF2L	0.69915	50.05	0.047	rgb(218,208,208)	1.9917	2,2
HIC1	NOVA1	-0.69915	50.05	-5.4E-02	rgb(205,210,219)	1.9917	2,2
HIC1	NUAK1	0.69915	50.05	0.047	rgb(218,208,208)	1.9917	2,2
HIC1	PLVAP	0.69915	50.05	0.054	rgb(218,207,207)	1.9917	2,2
HIC1	PRKCH	0.69915	50.05	0.049	rgb(218,208,208)	1.9917	2,2
HIC1	PSME1	0.69915	50.05	0.05	rgb(218,207,208)	1.9917	2,2
HIC1	S100A9	0.69915	50.05	0.049	rgb(218,208,208)	1.9917	2,2
HIC1	SEPT9	0.69915	50.05	0.049	rgb(218,208,208)	1.9917	2,2
HIC1	SERPING1	0.69915	50.05	0.055	rgb(218,207,207)	1.9917	2,2
HIC1	SLC12A2	-0.69915	50.05	-4.9E-02	rgb(206,211,219)	1.9917	2,2
HIC1	SLC6A4	-0.69915	50.05	-4.6E-02	rgb(207,211,219)	1.9917	2,2
HIC1	SUB1	0.69915	50.05	0.048	rgb(218,208,208)	1.9917	2,2
HIC1	TIMP3	0.69915	50.05	0.047	rgb(218,208,208)	1.9917	2,2
HIC1	TM4SF1	0.69915	50.05	0.051	rgb(218,207,207)	1.9917	2,2
HIC1	TMEM88	0.69915	50.05	0.049	rgb(218,208,208)	1.9917	2,2
HIC1	TSPAN12	-0.69915	50.05	-5.0E-02	rgb(206,210,219)	1.9917	2,2
HIC1	ZFP36L2	0.69915	50.06	0.056	rgb(218,206,206)	1.9919	None
HIF1A	ALCAM	0.69915	50.05	0.048	rgb(218,208,208)	1.9917	None
HIF1A	B4GALT5	0.69915	50.05	0.051	rgb(218,207,207)	1.9917	None
HIF1A	CACHD1	0.69915	50.05	0.055	rgb(218,207,207)	1.9917	None
HIF1A	CASP1	0.69915	50.05	0.053	rgb(218,207,207)	1.9917	None
HIF1A	CD24	-0.69915	50.05	-4.7E-02	rgb(207,211,219)	1.9917	2,2
HIF1A	CD38	0.69915	50.05	0.047	rgb(218,208,208)	1.9917	2,2
HIF1A	CLDN1	0.69915	50.05	0.053	rgb(218,207,207)	1.9917	2,2
HIF1A	CLU	-0.69915	50.05	-5.0E-02	rgb(206,210,219)	1.9917	None
HIF1A	CYLD	0.69915	50.05	0.049	rgb(218,208,208)	1.9917	2,2
HIF1A	DHX58	0.69915	50.05	0.05	rgb(218,207,208)	1.9917	None
HIF1A	ELF3	0.69915	50.05	0.047	rgb(218,208,208)	1.9917	None
HIF1A	EMP1	0.69915	50.05	0.049	rgb(218,208,208)	1.9917	2,2
HIF1A	ENSMMUG00000004935	0.69915	50.05	0.045	rgb(217,208,208)	1.9917	2,2
HIF1A	ENSMMUG00000005593	-0.69915	50.05	-4.9E-02	rgb(206,210,219)	1.9917	2,2
HIF1A	ENSMMUG00000008670	0.69915	50.05	0.052	rgb(218,207,207)	1.9917	2,2
HIF1A	ENSMMUG00000029123	0.69915	50.05	0.048	rgb(218,208,208)	1.9917	2,2
HIF1A	ENSMMUG00000030144	-0.69915	50.05	-4.7E-02	rgb(207,211,219)	1.9917	2,2
HIF1A	ENSMMUG00000041595	0.69915	50.05	0.049	rgb(218,208,208)	1.9917	2,2
HIF1A	ENSMMUG00000041773	0.69915	50.05	0.051	rgb(218,207,207)	1.9917	2,2
HIF1A	ENSMMUG00000042961	-0.69915	50.05	-4.9E-02	rgb(206,211,219)	1.9917	2,2
HIF1A	ENSMMUG00000043492	0.69915	50.05	0.054	rgb(218,207,207)	1.9917	2,2
HIF1A	ETS1	0.69915	50.05	0.05	rgb(218,207,208)	1.9917	None
HIF1A	FKBP5	0.69915	50.05	0.05	rgb(218,207,208)	1.9917	None
HIF1A	FLT1	0.69915	50.05	0.048	rgb(218,208,208)	1.9917	None
HIF1A	HIVEP2	0.69915	50.05	0.055	rgb(218,207,207)	1.9917	None
HIF1A	ISG20	0.69915	50.05	0.054	rgb(218,207,207)	1.9917	None
HIF1A	ITIH5	-0.69915	50.05	-5.3E-02	rgb(206,210,219)	1.9917	None
HIF1A	ITPKC	0.69915	50.05	0.049	rgb(218,208,208)	1.9917	2,2
HIF1A	JDP2	0.69915	50.05	0.05	rgb(218,207,208)	1.9917	None
HIF1A	LDHA	0.69915	50.05	0.047	rgb(218,208,208)	1.9917	None
HIF1A	LRRC32	0.69915	50.05	0.05	rgb(218,207,207)	1.9917	None
HIF1A	NEURL3	0.69915	50.05	0.047	rgb(218,208,208)	1.9917	2,2
HIF1A	PARVB	0.69915	50.05	0.045	rgb(217,208,208)	1.9917	None
HIF1A	PDLIM5	0.69915	50.05	0.047	rgb(218,208,208)	1.9917	2,2
HIF1A	PRCP	0.69915	50.05	0.045	rgb(217,208,208)	1.9917	None
HIF1A	RELL1	0.69915	50.05	0.055	rgb(218,207,207)	1.9917	None
HIF1A	RHBDF2	0.69915	50.05	0.053	rgb(218,207,207)	1.9917	2,2
HIF1A	RPS4Y1	-0.69915	50.05	-5.2E-02	rgb(206,210,219)	1.9917	2,2
HIF1A	S100A6	-0.69915	50.05	-5.0E-02	rgb(206,210,219)	1.9917	None
HIF1A	SDCBP	0.69915	50.05	0.046	rgb(218,208,208)	1.9917	2,2
HIF1A	SLC16A3	0.69915	50.05	0.049	rgb(218,208,208)	1.9917	None
HIF1A	SLC39A14	0.69915	50.05	0.048	rgb(218,208,208)	1.9917	None
HIF1A	SLC9A3R2	-0.69915	50.05	-4.9E-02	rgb(206,211,219)	1.9917	None
HIF1A	SLCO2B1	0.69915	50.05	0.046	rgb(218,208,208)	1.9917	None
HIF1A	SPRY4	0.69915	50.05	0.051	rgb(218,207,207)	1.9917	None
HIF1A	STC2	0.69915	50.05	0.052	rgb(218,207,207)	1.9917	None
HIF1A	TGM2	0.69915	50.05	0.046	rgb(218,208,208)	1.9917	None
HIF1A	TIMP3	0.69915	50.05	0.046	rgb(218,208,208)	1.9917	None
HIF1A	TUBA1A	-0.69915	50.05	-4.9E-02	rgb(206,211,219)	1.9917	None
HIF1A	YPEL1	-0.69915	50.05	-5.1E-02	rgb(206,210,219)	1.9917	2,2
HIF1A	ZNF436	0.69915	50.05	0.051	rgb(218,207,207)	1.9917	None
HIF3A	ENSMMUG00000003867	-0.69915	50.05	-5.1E-02	rgb(206,210,219)	1.9917	2,2
HIF3A	ENSMMUG00000004852	-0.69915	50.05	-5.5E-02	rgb(205,210,219)	1.9917	2,2
HIF3A	ENSMMUG00000005494	-0.69915	50.05	-5.5E-02	rgb(205,210,219)	1.9917	2,2
HIF3A	ENSMMUG00000009019	-0.69915	50.05	-4.6E-02	rgb(207,211,219)	1.9917	2,2
HIF3A	ENSMMUG00000010029	-0.69915	50.05	-5.5E-02	rgb(205,210,219)	1.9917	2,2
HIF3A	ENSMMUG00000013237	-0.69915	50.05	-5.1E-02	rgb(206,210,219)	1.9917	2,2
HIF3A	ENSMMUG00000019370	-0.69915	50.05	-4.8E-02	rgb(207,211,219)	1.9917	2,2
HIF3A	RPL30	-0.69915	50.05	-4.8E-02	rgb(206,211,219)	1.9917	2,2
HIF3A	RPL5	-0.69915	50.05	-5.1E-02	rgb(206,210,219)	1.9917	2,2
HIF3A	TPT1	-0.69915	50.05	-5.1E-02	rgb(206,210,219)	1.9917	2,2
HIVEP1	LIFR	0.69915	50.05	0.049	rgb(218,208,208)	1.9917	2,2
HIVEP1	VCAM1	0.69915	50.05	0.047	rgb(218,208,208)	1.9917	2,2
HIVEP2	APOD	-0.69915	50.05	-5.3E-02	rgb(205,210,219)	1.9917	2,2
HIVEP2	BACH1	0.69915	50.05	0.046	rgb(218,208,208)	1.9917	2,2
HIVEP2	ENSMMUG00000041662	0.69915	50.05	0.054	rgb(218,207,207)	1.9917	2,2
HIVEP2	HIF1A	0.69915	50.05	0.049	rgb(218,208,208)	1.9917	2,2
HIVEP2	RHBDF2	0.69915	50.05	0.046	rgb(218,208,208)	1.9917	2,2
HMG20B	ENSMMUG00000011870	0.69915	50.05	0.233	rgb(220,173,173)	1.9917	2,2
HMG20B	FTL	0.69915	50.05	0.048	rgb(218,208,208)	1.9917	2,2
HMG20B	ITM2A	0.69915	50.05	0.233	rgb(220,173,173)	1.9917	2,2
HMG20B	TSPAN12	0.69915	50.05	0.233	rgb(220,173,173)	1.9917	2,2
HMGA1	ENSMMUG00000001054	0.69915	50.05	0.054	rgb(218,207,207)	1.9917	2,2
HMGA1	ENSMMUG00000003867	0.69915	50.05	0.053	rgb(218,207,207)	1.9917	2,2
HMGA1	ENSMMUG00000005593	0.69915	50.05	0.049	rgb(218,208,208)	1.9917	2,2
HMGA1	ENSMMUG00000006598	0.69915	50.05	0.233	rgb(220,173,173)	1.9917	2,2
HMGA1	ENSMMUG00000007433	0.69915	50.05	0.126	rgb(218,193,193)	1.9917	2,2
HMGA1	ENSMMUG00000009019	0.69915	50.05	0.052	rgb(218,207,207)	1.9917	2,2
HMGA1	ENSMMUG00000010029	0.69915	50.05	0.051	rgb(218,207,207)	1.9917	2,2
HMGA1	ENSMMUG00000013237	0.69915	50.05	0.049	rgb(218,208,208)	1.9917	2,2
HMGA1	ENSMMUG00000014256	0.69915	50.05	0.047	rgb(218,208,208)	1.9917	2,2
HMGA1	ENSMMUG00000014888	0.69915	50.05	0.054	rgb(218,207,207)	1.9917	2,2
HMGA1	ENSMMUG00000021980	0.69915	50.05	0.055	rgb(218,206,207)	1.9917	2,2
HMGA1	ENSMMUG00000043473	0.69915	50.05	0.051	rgb(218,207,207)	1.9917	2,2
HMGA1	RPL10A	0.69915	50.07	0.233	rgb(220,173,173)	1.9921	2,2
HMGA1	RPL30	0.69915	50.05	0.052	rgb(218,207,207)	1.9917	2,2
HMGA1	RPSA	0.69915	50.05	0.053	rgb(218,207,207)	1.9917	2,2
IRF1	5-8S-rRNA.2	-0.69915	50.05	-4.8E-02	rgb(207,211,219)	1.9917	2,2
IRF1	ACKR3	0.69915	50.05	0.047	rgb(218,208,208)	1.9917	2,2
IRF1	ADGRG1	0.69915	50.05	0.053	rgb(218,207,207)	1.9917	2,2
IRF1	AKAP12	-0.69915	50.05	-4.6E-02	rgb(207,211,219)	1.9917	None
IRF1	ANGPT2	0.69915	50.05	0.055	rgb(218,207,207)	1.9917	None
IRF1	APOBEC3A	0.69915	50.06	0.056	rgb(218,206,206)	1.9919	2,2
IRF1	BCL6	0.69915	50.07	0.069	rgb(218,204,204)	1.9921	None
IRF1	CDKN1A	0.69915	50.05	0.049	rgb(218,208,208)	1.9917	2,2
IRF1	CLIC2	0.69915	50.05	0.049	rgb(218,208,208)	1.9917	None
IRF1	CTTNBP2	-0.69915	50.05	-4.7E-02	rgb(207,211,219)	1.9917	None
IRF1	CXCL3	0.69915	50.07	0.065	rgb(218,204,205)	1.9921	2,2
IRF1	DPYSL3	-0.69915	50.05	-4.6E-02	rgb(207,211,219)	1.9917	None
IRF1	DTL	-0.69915	50.05	-4.6E-02	rgb(207,211,219)	1.9917	None
IRF1	ENSMMUG00000000729	0.69915	50.05	0.054	rgb(218,207,207)	1.9917	2,2
IRF1	ENSMMUG00000006353	0.69915	50.05	0.048	rgb(218,208,208)	1.9917	2,2
IRF1	ENSMMUG00000006971	0.69915	50.05	0.055	rgb(218,207,207)	1.9917	2,2
IRF1	ENSMMUG00000009117	-0.69915	50.05	-5.2E-02	rgb(206,210,219)	1.9917	2,2
IRF1	ENSMMUG00000022451	0.69915	50.05	0.053	rgb(218,207,207)	1.9917	2,2
IRF1	ENSMMUG00000039519	0.69915	50.05	0.048	rgb(218,208,208)	1.9917	2,2
IRF1	ENSMMUG00000044806	-0.69915	50.05	-4.8E-02	rgb(207,211,219)	1.9917	2,2
IRF1	FAM124B	-0.69915	50.05	-4.8E-02	rgb(207,211,219)	1.9917	None
IRF1	FAM135A	-0.69915	50.05	-5.2E-02	rgb(206,210,219)	1.9917	None
IRF1	FAM167B	0.69915	50.05	0.233	rgb(220,173,173)	1.9917	None
IRF1	FAS	0.69915	50.05	0.049	rgb(218,208,208)	1.9917	2,2
IRF1	FILIP1L	0.69915	50.05	0.047	rgb(218,208,208)	1.9917	None
IRF1	FKBP5	0.69915	50.05	0.05	rgb(218,207,208)	1.9917	None
IRF1	G0S2	0.69915	50.05	0.233	rgb(220,173,173)	1.9917	None
IRF1	GIMAP7	0.69915	50.06	0.233	rgb(220,173,173)	1.9919	None
IRF1	GOLM1	0.69915	50.06	0.233	rgb(220,173,173)	1.9919	None
IRF1	HSPA8	0.69915	50.05	0.048	rgb(218,208,208)	1.9917	2,2
IRF1	IER3	0.69915	50.06	0.063	rgb(218,205,205)	1.9919	None
IRF1	IGF2	-0.69915	50.07	-6.6E-02	rgb(203,208,220)	1.9921	None
IRF1	IL15	0.69915	50.05	0.049	rgb(218,208,208)	1.9917	None
IRF1	IL1RN	0.69915	50.05	0.046	rgb(218,208,208)	1.9917	2,2
IRF1	IL4R	0.69915	50.06	0.056	rgb(218,206,206)	1.9919	None
IRF1	ITGA2	-0.69915	50.05	-5.0E-02	rgb(206,210,219)	1.9917	None
IRF1	KLF6	0.69915	50.05	0.051	rgb(218,207,207)	1.9917	None
IRF1	LIMK2	0.69915	50.05	0.053	rgb(218,207,207)	1.9917	None
IRF1	LIMS2	0.69915	50.05	0.233	rgb(220,173,173)	1.9917	None
IRF1	LTBP1	0.69915	50.05	0.233	rgb(220,173,173)	1.9917	None
IRF1	MARCKS	0.69915	50.05	0.05	rgb(218,207,208)	1.9917	2,2
IRF1	MITD1	0.69915	50.05	0.047	rgb(218,208,208)	1.9917	None
IRF1	MYO10	-0.69915	50.05	-5.0E-02	rgb(206,210,219)	1.9917	None
IRF1	Mamu-DPB1	0.69915	50.05	0.126	rgb(218,193,193)	1.9917	2,2
IRF1	PARP9	0.69915	50.05	0.233	rgb(220,173,173)	1.9917	None
IRF1	PIK3C2B	0.69915	50.05	0.233	rgb(220,173,173)	1.9917	None
